question;answer_number
O iangu ia Janet i sabhuka 16 a jiveji mu kizuua. Muéne u dia itatu ku kamene, u bhangela o makamba mê o jimbolo ja beta o kota. O jibolo ja mukuá, u ji sumbisa mu kitanda, phala ku sumba kibhubhe kia diiaki dia 2 a jidolare. O kuila o muhatu iú u tena ku nganhala kitadi kiavulu mu kizuua kia ku tonoka? ;18
O divunga didi, di bhanga ni ibha iiadi ia bulu ni ia zele. O kitutu kiki, kia tokala ku kala ni ji njanela ji kuxi? ;3
Josh ua banze ku nhana o inzo iê. Muéne u sumba inzo phala ku futa 80.000 a ji dolale, anga u ta-mu 50.000 a ji dolale phala ku i iudika. Kiki kia bandekesa o kitadi kia inzo mu 150 a ji pursentu. Mbote iahi ia katula? ;70000
James ua solo ku lenga mu veji jitatu mu semana joso. Muéne u lenga 60 a jimetulu mu veji imoxi. Mu semana, ihi i bhanga o munzangala? ;540
Izuua ioso, Wendi u disa o tuana tuê ni ibundu, ni iangu ni makunde. Muéne u bhana o kudia ku ji sanji mu veji jitatu. Mu kamene, muéne u bhana kudia kua 15 kia ji kopho ku jikamelu jê. Mu ngoloxi, muéne u bhana dingi kudia ku 25 a jikopho ja ji sanji. Se o kilunga kia Wendi kiala ni 20 a ji sanji, kudia kuahi kua tokala o kudia ku tuana tuê? ;20
Kylar uai mu sumba ji nvela phala o inzo iê ia ubhe. O kopho imoxi, phala ku sumba o ima íii, ku bhinga ngó 5 kia jidolare. Maji o kopho ia kaiiadi, phala ku sumba ngó mbandu imoxi ia kopho. Kylar ua mesena ku sumba 16 a ji kopho. O kuila muéne ua tokala ku futa kitadi kiavulu? ;64
O mbanza ia Toulouse iala ni jimbudi javulu, o mbanza ia Charleston ndenge. O mbanza ia Charleston, iala ni jimbudi javulu, maji o mbanza ia Seattle, iala ngó ni jimbudi jiuana. Se mu mbanza ia Seattle mua kexile 20 a jimbudi, o kuila o sanzala ia Toulouse, Charleston, ni Seattle eji kala ni jimbudi ji kuxi? ;260
Carla ua mu katula mbandu ia falamenda ia 200 GB. Mu ithangana ia mukuá, muéne u tena kukatula ji kopia ja Bibidia ji tena kuambata 2 GB mu sekulu. Maji kioso o ji kopia jiji ki ji bhixila, o komputadolo i jikula dingi ni lusolo, mu kiki, o komputadolo i bhinga 20 a ithangana phala ku ji katula. Mu kiki, Carla ua mateka kulungulula o ima ioso mu komputadolo. O jifaíle jiji, a tena ku ji katula mu komputadolo? ;160
John uenda ola jitatu, maji mu kuenda njila u sanga kiphululu ki mu kuenda ku lebha, muéne u jimba kima kia valolo ku bhata. Muéne u bhanga kiki, phala ku bhixila ku bhata mu ola ia ku nhoha, maji u bhita ola jiiadi mu kididi kia kukuata o maximbombo. Muéne u bhita 30 a ithangana mu njila, mu kuenda 30 a ji kilómetulu ku ola, mu kusuka-ku muéne u kala dingi ku ola ji 4 ni 80 a ji kilómetulu mu njila iê. O kuila muéne ua kexile muene dikanga dia dibhata diê mu izuua iuana? ;45
O dikongo dia ola imoxi dia kalakala Eliza, mu 40 a ji ola, semana joso, dia tenesa 10 dia ji dolale. Muéne u kalakala dingi, o kitadi kia kexile mu tambula kia sokele, mu ola ia muvimba kia 1.2 kia ji ola. Se Eliza wa kalakala 45 a ji ola mu semana yiyi, ihi ya-nda tambula mu semana yiyi? ;460
Sai ndunge ia ubhe, a i katula 60 a ji veji mu mbeji ia dianga. O jifoto ja katula mu internete mu mbeji ia kaiadi, ja betele kota, o ja katula mu mbeji ia dianga ndenge, maji mu mbeji ia katatu, o jifoto ja katula mu internete ja tolele. Athu akuxi a katula o vidiu íii mu mbeji jitatu? ;366
Toula uai mu sumba jimbolo mu diloja. Muéne ua sumbu 30 a ji bolo, ja kexile mu mu ta kalu iavulu, kala kibundu kia kexile mu ta 68 a jidolare, ni 12 kia ji bolo ja te kalu iavulu, kala kibundu kia kexile mu ta kalu iavulu, ia kexile mu ta 80 a jidolare, ni 12 kia ji bolo ja keju, ja kexile mu ta 55 a jidolare. O kitadi kioso kia bhingile, mu ku suka-ku, kia tenesa kikuxi? ;694
Carlos ua mu kuna muxi ua limonha. O muxi iú, a-nda u kuna mu 90 a jidolale. Mu mivu ioso, o kidimakaji kiene mu kuna 7 dia idima, phala ku i sumbisa mu 1.50 a jidolare. Phala ku dikila o muxi iú, ene a tokalele ku ta-mu dinake dia kitadi ku muvu. Mu mivu ikuxi ia-nda bhita phala muéne ku kala ni kitadi kiavulu? ;13
Melanie ua kexile mu sumbisa inzo ni inzo. Muéne ua sumbisa mbandu ia katatu ia jimakina ja ku xixila, mbandu jiiadi ja jimakina ja ku tala o jikolo, ni mbandu ia jimakina ja ku tala o jikolo ja inzo. Se Melanie ua kexile ni 5 dia jimakina ja ku xixila, ni ji kuxi ja kexile na-ju? ;18
"Mu xikola ya mu longa o ku kina, 20 a maxibulu a di longo o ukexilu wa ku kina, o 20 a maxibulu a di longo o ukexilu wa ku kina, o 25 a maxibulu a di longo o ukexilu wa ku kina wa jazz, o a mukwá a di longo o ukexilu wa ku kina wa hip-hop. O kuila o maxibulu oso a di longo o muimbu ua ""hip-hop""? ";60
O mukua uenji u sola se u sumba o ima íii mba kana, muéne u sola ku sumba o ima ia valolo, u sola-phe ku sumba o ima ia valolo. O mukuatekexi uê ua lungu ni kitadi, uambe kuila, o jihuinhi ja-nda di bandekesa ku 2.5% mu mbeji imoxi, o jifalamenda ja-nda di bandekesa ué 1.2% mu mbeji imoxi. Se o mukua uenji u mesena ku nganhala dingi kitadi ku mbeji íii, mu ku sola kima, o kitadi kiê kia-nda soka ihi? ;125
Mu sanzala ia San Rafael, mu mbanza ia São Paulo, mu mbanza ia São Paulo, mu mbanza ia São Paulo, mu mbanza ia São Paulo, mu ixi ia México. Ene a kulumuka njila ia dikanga, phala kubhixila ku mbanza ia Nova York, ene ai 130 a ji kilómetulu. Mu kizuua kia mukuá, ene ai njila ia dikanga ia 150 a ji kilómetulu. Ihi ia bhange o komboio mu izuua iiadi íii? ;230
Jill a mu futa 20 a jidolare ku ola phala ku longa ni 30 a jidolare phala ku longa o minzangala ia mukuá. Se muéne u kalakala 50 a ji semana ku muvu, 35 a ji ola ku semana mu kikalakalu kia ku longa, ni 15 a ji ola ku semana mu kikalakalu kia ku longa, kitadi kuxi kia-nda tambula ku muvu? ;57500
Mu kamene, Claire u bhanga o pala ni tu mbiji. Mu semana jiuana, ua-nda dia tu zuma tu kuxi? ;7
