question;answer_number
הברווזים של ג'נט מטילות 16 ביצים ביום. היא אוכלת שלושה לארוחת בוקר בכל בוקר ומבשלת מאפינים לחברים שלה כל יום עם ארבעה. היא מוכרת את השאר בשוק החקלאים מדי יום תמורת 2 דולר ביצת ברווז טריות. כמה היא מרוויחה בכל יום בשוק החקלאים? ;18
גלימה לוקחת 2 מכתבים של סיבים כחולים וחצי כמות סיבים לבנים. כמה בולים בסך הכל זה לוקח? ;3
ג'וש מחליט לנסות להפוך בית. הוא קונה בית ב-80,000 דולר ואז משקיע 50,000 דולר בתיקונים. זה הגדיל את ערך הבית ב-150%. כמה רווח הוא עשה? ;70000
ג'יימס מחליט לרוץ 3 ספרינט 3 פעמים בשבוע. הוא רץ 60 מטר בכל ספרינט. כמה מטרים הוא רץ בשבוע? ;540
בכל יום, וונדי מאכילה כל אחת מהתרנגולות שלה שלוש כוסות של מזון מעורבב, המכיל זרעים, תולעי קמח וירקות כדי לעזור לשמור עליהם בריאים. היא נותנת לעופות את מזונם בשלוש ארוחות נפרדות. בבוקר, היא נותנת להקת התרנגולות שלה 15 כוסות מזון. אחר הצהריים, היא נותנת לעופות שלה עוד 25 כוסות מזון. כמה כוסות מזון היא צריכה לתת לעופות שלה בארוחה האחרונה של היום אם גודל העדר של וונדי הוא 20 תרנגולות? ;20
קיילר הלך לחנות לקנות משקפיים לדירה החדשה שלו. כוס אחת עולה 5 דולר, אבל כל כוס שנייה עולה רק 60% מהמחיר. קיילר רוצה לקנות 16 כוסות. כמה הוא צריך לשלם עבורם? ;64
לטולוז יש כפליים כמות כבשים מאשר צ'רלסטון. לצ'רלסטון יש פי 4 יותר כבשים מאשר בסיאטל. כמה כבשים יש לטולוז, צ'רלסטון וסיאטל ביחד אם לסיאטל יש 20 כבשים? ;260
קרלה מורידה קובץ של 200 ג'יגה-בייט. בדרך כלל היא יכולה להוריד 2 ג'יגה-בייט בדקה, אבל 40% מהדרך דרך ההורדה, Windows מכריחה את הפעלה מחדש כדי להתקין עדכונים, אשר לוקח 20 דקות. אז קרלה צריכה להתחיל את ההורדה מההתחלה. כמה זמן לוקח להוריד את הקובץ? ;160
"ג'ון נוהג במשך 3 שעות במהירות של 100 קמ""ש ואז הוא פונה כי הוא מבין שהוא שכח משהו חשוב מאוד בבית. הוא מנסה להגיע הביתה תוך 4 שעות, אבל הוא מבלה את השעתיים הראשונות במחסום תנועה. הוא מבלה את חצי השעה הבאה בנסיעה במהירות של 30מ""ש, לפני שהוא מסוגל לנהוג את שאר 4 השעות ב-80מ""ש. כמה רחוק הוא מהבית בסוף ארבע השעות האלה? ";45
שכר השעה של אליזה ב-40 השעות הראשונות שהיא עובדת כל שבוע הוא 10 דולר. היא גם מקבלת שכר שעות נוספות של 1.2 פעמים את שכר השעה הרגיל שלה. אם אליזה עבדה 45 שעות השבוע, כמה הרווחים שלה השבוע? ;460
