question;answer_number
제넷의 오리들은 하루에 16개의 알을 낳습니다. 매일 아침 아침 세 개를 먹으며 매일 네 명씩 친구들과 함께 머핀을 구워요. 그 여분의 양을 매일 농가에서 신선한 오리 달걀 당 2달러에 팔아치우고 있습니다. 농가에서 매일 얼마나 벌죠? ;18
한 장옷에는 2 볼트의 파란색 섬유와 절반의 흰색 섬유가 필요합니다. 총 몇 개의 볼트가 필요하죠? ;3
조쉬는 집을 뒤집어보기로 결심합니다. 그는 8만 달러에 집을 사서 5만 달러를 수리비에 투자합니다. 이것은 집의 가치를 150% 증가 시켰습니다. 얼마나 많은 수익을 올렸나요? ;70000
제임스 (James) 는 일주일에 3번씩 3개의 스프린트를 하기로 결심합니다. 그는 스프린트마다 60미터씩 달립니다. 그는 일주일에 총 몇 미터를 달립니다? ;540
매일 웬디는 닭에게 3잔의 닭고기 을 먹여주고 씨앗과 쌀벌레와 채소를 섞어 먹여주고 건강하게 유지합니다. 그녀는 닭에게 3번씩 먹이를 준다. 아침에는 15잔의 먹이를 닭들에게 먹여주죠. 오후에, 그녀는 닭들에게 25잔의 먹이를 더 줍니다. 웬디의 닭떼가 20마리라면, 하루의 마지막 식사로 닭들에게 얼마나 많은 컵의 먹이를 줘야 할까요? ;20
카일러는 새 아파트에 안경을 사러 가게에 갔어요 한 잔은 5달러이지만, 두 잔의 가격은 그 가격의 60%밖에 안 됩니다. 카일러는 16잔을 사려고 해요 얼마나 지불해야 할까요? ;64
툴루즈의 양은 찰스턴의 두 배나 많아요. 찰스턴은 시애틀보다 4배나 많은 양을 가지고 있습니다. 시애틀이 20마리의 양을 가지고 있다면 툴루즈, 찰스턴, 시애틀이 함께 얼마나 많은 양을 가지고 있을까요? ;260
카라는 200GB의 파일을 다운로드하고 있어요 보통 1분당 2GB를 다운로드할 수 있지만, 다운로드의 40%는 윈도우가 업데이트를 설치하기 위해 재시작을 강요하는데, 20분이 걸립니다. 그럼 카라는 처음부터 다시 다운로드 해야 합니다. 파일을 다운로드하는 데 얼마나 많은 시간이 걸리나요? ;160
존은 시속 100km로 3시간을 운전하다가 돌아서는데, 집에 중요한 걸 잊었음을 깨달았기 때문입니다. 4시간 안에 집에 도착하려고 하지만 처음 2시간은 교통체증에 빠지죠 그는 30마일/시간의 속도로 운전하는 데 30시간을 보냈고, 나머지 4시간 동안 80마일/시간의 속도로 운전할 수 있었습니다. 그 4시간이 끝나면 집과 얼마나 떨어져 있을까요? ;45
엘리자 의 일 주 의 처음 40 시간 의 시간당 임금 은 10 달러 입니다. 그녀는 또한 정규 시간당 임금의 1.2배의 초과 노동 급여를 받는다. 엘리자가 이번 주에 45시간 일했다면 이번 주 수입은 얼마죠? ;460
새로운 프로그램은 첫 달에 60건의 다운로드가 있었습니다. 두 번째 달의 다운로드 수는 첫 번째 달의 다운로드의 3배였지만, 세 번째 달에는 30% 감소했습니다. 이 프로그램은 3개월 동안 총 몇번 다운로드되었나요? ;366
투라는 빵집에 가서 다양한 종류의 페이스트리를 샀다. 그녀는 3 덩어리 도넛을 사서 한 덩어리 68달러, 2 덩어리 미니 컵케이크를 사서 한 덩어리 80달러, 6 덩어리 미니 치즈케이크를 한 덩어리 55달러로 샀습니다. 총 비용은 얼마였나요? ;694
카를로스는 레몬 나무를 심고 있어요. 나무 심는 데는 90달러가 들 것입니다. 매년 7개의 레몬을 자라고, 그 레몬을 1개당 1.5달러에 팔 수 있습니다. 나무를 길러주는 데는 연간 3달러가 들어요. 레몬 나무로 돈을 벌기 시작하기까지 몇 년이 걸릴까요? ;13
