question;A;B;C;answer;answer_abc
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - аранжавы, у Боба - белы, а ў Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Боб абменьваюцца мячамі. Потым Боб і Клэр абмяняюцца мячамі. Нарэшце Аліса і Боб абменьваюцца мячамі. У канцы гульні, Аліса мае ;аранжавы шарык ;белы шар ;сіні шар ;сіні шар ;C
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - аранжавы, у Боба - белы, а ў Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Боб абменьваюцца мячамі. Потым Боб і Клэр абмяняюцца мячамі. Нарэшце Аліса і Боб абменьваюцца мячамі. У канцы гульні, Боб мае ;аранжавы шарык ;белы шар ;сіні шар ;белы шар ;B
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - аранжавы, у Боба - белы, а ў Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Боб абменьваюцца мячамі. Потым Боб і Клэр абмяняюцца мячамі. Нарэшце Аліса і Боб абменьваюцца мячамі. У канцы гульні, Клэр мае ;аранжавы шарык ;белы шар ;сіні шар ;аранжавы шарык ;A
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы чорны, у Боба - карычневы, а ў Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Боб і Клэр абмяняюцца мячамі. А потым Аліса і Боб абменьваюцца мячамі. Нарэшце Клэр і Боб абмяняюцца мячамі. У канцы гульні, Аліса мае ;сіні шар ;чорны шар ;карычневы шарык ;сіні шар ;A
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы чорны, у Боба - карычневы, а ў Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Боб і Клэр абмяняюцца мячамі. А потым Аліса і Боб абменьваюцца мячамі. Нарэшце Клэр і Боб абмяняюцца мячамі. У канцы гульні, Боб мае ;сіні шар ;чорны шар ;карычневы шарык ;карычневы шарык ;C
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы чорны, у Боба - карычневы, а ў Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Боб і Клэр абмяняюцца мячамі. А потым Аліса і Боб абменьваюцца мячамі. Нарэшце Клэр і Боб абмяняюцца мячамі. У канцы гульні, Клэр мае ;сіні шар ;чорны шар ;карычневы шарык ;чорны шар ;B
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - аранжавы, у Боба - чырвоны, а ў Клэр - чорны. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Боб абменьваюцца мячамі. Потым Клэр і Боб абмяняюцца мячамі. Нарэшце, Аліса і Клэр абмяняюцца мячамі. У канцы гульні, Аліса мае ;аранжавы шарык ;чорны шар ;чырвоны шар ;аранжавы шарык ;A
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - аранжавы, у Боба - чырвоны, а ў Клэр - чорны. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Боб абменьваюцца мячамі. Потым Клэр і Боб абмяняюцца мячамі. Нарэшце, Аліса і Клэр абмяняюцца мячамі. У канцы гульні, Боб мае ;аранжавы шарык ;чорны шар ;чырвоны шар ;чорны шар ;B
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - аранжавы, у Боба - чырвоны, а ў Клэр - чорны. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Боб абменьваюцца мячамі. Потым Клэр і Боб абмяняюцца мячамі. Нарэшце, Аліса і Клэр абмяняюцца мячамі. У канцы гульні, Клэр мае ;аранжавы шарык ;чорны шар ;чырвоны шар ;чырвоны шар ;C
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - жоўты, у Боба - фіялетавы, у Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Клэр абмяняюцца мячамі. Потым Боб і Клэр абмяняюцца мячамі. Нарэшце, Аліса і Клэр абмяняюцца мячамі. У канцы гульні, Аліса мае ;сіні шар ;жоўты шарык ;фіялетавы шарык ;фіялетавы шарык ;C
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - жоўты, у Боба - фіялетавы, у Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Клэр абмяняюцца мячамі. Потым Боб і Клэр абмяняюцца мячамі. Нарэшце, Аліса і Клэр абмяняюцца мячамі. У канцы гульні, Боб мае ;сіні шар ;жоўты шарык ;фіялетавы шарык ;жоўты шарык ;B
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - жоўты, у Боба - фіялетавы, у Клэр - сіні. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Аліса і Клэр абмяняюцца мячамі. Потым Боб і Клэр абмяняюцца мячамі. Нарэшце, Аліса і Клэр абмяняюцца мячамі. У канцы гульні, Клэр мае ;сіні шар ;жоўты шарык ;фіялетавы шарык ;сіні шар ;A
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - карычневы, у Боба - чырвоны, а ў Клэр - белы. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Спачатку Клэр і Боб абменьваюцца мячамі. Потым Боб і Эліс абмяняюцца мячамі. Нарэшце Клэр і Эліс абмяняюцца мячамі. У канцы гульні, Аліса мае ;белы шар ;карычневы шарык ;чырвоны шар ;чырвоны шар ;C
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - карычневы, у Боба - чырвоны, а ў Клэр - белы. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Спачатку Клэр і Боб абменьваюцца мячамі. Потым Боб і Эліс абмяняюцца мячамі. Нарэшце Клэр і Эліс абмяняюцца мячамі. У канцы гульні, Боб мае ;белы шар ;карычневы шарык ;чырвоны шар ;карычневы шарык ;B
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы - карычневы, у Боба - чырвоны, а ў Клэр - белы. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Спачатку Клэр і Боб абменьваюцца мячамі. Потым Боб і Эліс абмяняюцца мячамі. Нарэшце Клэр і Эліс абмяняюцца мячамі. У канцы гульні, Клэр мае ;белы шар ;карычневы шарык ;чырвоны шар ;белы шар ;A
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы ружовы, у Боба карычневы і ў Клэр аранжавы. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Спачатку Клэр і Эліс абмяняюцца мячамі. А потым Аліса і Боб абменьваюцца мячамі. Нарэшце, Боб і Клэр абмяняюцца мячамі. У канцы гульні, Аліса мае ;аранжавы шарык ;карычневы шарык ;ружовы шарык ;карычневы шарык ;B
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы ружовы, у Боба карычневы і ў Клэр аранжавы. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Спачатку Клэр і Эліс абмяняюцца мячамі. А потым Аліса і Боб абменьваюцца мячамі. Нарэшце, Боб і Клэр абмяняюцца мячамі. У канцы гульні, Боб мае ;аранжавы шарык ;карычневы шарык ;ружовы шарык ;ружовы шарык ;C
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае мяч: у Алісы ружовы, у Боба карычневы і ў Клэр аранжавы. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Спачатку Клэр і Эліс абмяняюцца мячамі. А потым Аліса і Боб абменьваюцца мячамі. Нарэшце, Боб і Клэр абмяняюцца мячамі. У канцы гульні, Клэр мае ;аранжавы шарык ;карычневы шарык ;ружовы шарык ;аранжавы шарык ;A
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае ў руках шар: у Алісы - сіні шар, у Боба - жоўты, а ў Клэр - зялёны. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Боб і Клэр абмяняюцца мячамі. Потым Боб і Эліс абмяняюцца мячамі. Нарэшце, Боб і Клэр абмяняюцца мячамі. У канцы гульні, Аліса мае ;сіні шар ;жоўты шарык ;зялёны шар ;зялёны шар ;C
Аліса, Боб і Клэр гуляюць у гульню. У пачатку гульні кожны з іх трымае ў руках шар: у Алісы - сіні шар, у Боба - жоўты, а ў Клэр - зялёны. Па меры прасоўвання гульні, пары гульцоў абменьваюцца мячамі. Па-першае, Боб і Клэр абмяняюцца мячамі. Потым Боб і Эліс абмяняюцца мячамі. Нарэшце, Боб і Клэр абмяняюцца мячамі. У канцы гульні, Боб мае ;сіні шар ;жоўты шарык ;зялёны шар ;жоўты шарык ;B
