question;A;B;C;answer;answer_abc
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རེ་རེ་བཞིན་རྩེད་ཐང་ཞིག་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཐང་ཁམ་མདོག་དམར་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། བོ་བྷབ་ལ་རྩེད་ཐང་དཀར་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། ཀེལ་ལེ་ལ་རྩེད་ཐང་སྔོན་པོ་ཞིག་བཟུང་ཡོད་འདུག རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་ལེན་བྱས་པ། དེ་ནས་བྷོབ་དང་ཀེལ་ཡར་ (Claire) གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་སོར་བྱས་པ་ཡིན། མཇུག་ཏུ་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ། རྩེད་ཀྱི་མཇུག་ཏུ་ཨ་ལིས་ ;དམར་པོ་མདོག་གི་རྡུལ་ ;ཁུ་བ་དཀར་པོ། ;ཁུ་རུའི་རྡོ། ;ཁུ་རུའི་རྡོ། ;C
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རེ་རེ་བཞིན་རྩེད་ཐང་ཞིག་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཐང་ཁམ་མདོག་དམར་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། བོ་བྷབ་ལ་རྩེད་ཐང་དཀར་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། ཀེལ་ལེ་ལ་རྩེད་ཐང་སྔོན་པོ་ཞིག་བཟུང་ཡོད་འདུག རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་ལེན་བྱས་པ། དེ་ནས་བྷོབ་དང་ཀེལ་ཡར་ (Claire) གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་སོར་བྱས་པ་ཡིན། མཇུག་ཏུ་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ། རྩེད་འགྲན་མཇུག་ཏུ་བྷོབ་ལ་ ;དམར་པོ་མདོག་གི་རྡུལ་ ;ཁུ་བ་དཀར་པོ། ;ཁུ་རུའི་རྡོ། ;ཁུ་བ་དཀར་པོ། ;B
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རེ་རེ་བཞིན་རྩེད་ཐང་ཞིག་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཐང་ཁམ་མདོག་དམར་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། བོ་བྷབ་ལ་རྩེད་ཐང་དཀར་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། ཀེལ་ལེ་ལ་རྩེད་ཐང་སྔོན་པོ་ཞིག་བཟུང་ཡོད་འདུག རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་ལེན་བྱས་པ། དེ་ནས་བྷོབ་དང་ཀེལ་ཡར་ (Claire) གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་སོར་བྱས་པ་ཡིན། མཇུག་ཏུ་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ། རྩེད་འགྲན་མཇུག་ཏུ་ཀཱ་ལེ་ར་ལ་ ;དམར་པོ་མདོག་གི་རྡུལ་ ;ཁུ་བ་དཀར་པོ། ;ཁུ་རུའི་རྡོ། ;དམར་པོ་མདོག་གི་རྡུལ་ ;A
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རེ་རེ་བཞིན་རྩེད་ཐང་ཞིག་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཐང་ནག་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། བོ་བྷིས་རྩེད་ཐང་ཀ་ཅིའི་རྩེད་ཐང་ཞིག་བཟུང་ཡོད་ཅིང་། ཀྲེ་ལེར་རྩེད་ཐང་སྔོན་པོ་ཞིག་བཟུང་ཡོད་འདུག རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་བྷོབ་དང་ཀེལ་ཨེ་རི་ (Claire) གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་ལེན་བྱས་པ། དེ་ནས་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ་ཡིན། མཐའ་མར་ཀཱ་ལེ་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ། རྩེད་ཀྱི་མཇུག་ཏུ་ཨ་ལིས་ ;ཁུ་རུའི་རྡོ། ;མདའ་ནག་པོ། ;དཀར་པོ་ ;ཁུ་རུའི་རྡོ། ;A
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རེ་རེ་བཞིན་རྩེད་ཐང་ཞིག་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཐང་ནག་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། བོ་བྷིས་རྩེད་ཐང་ཀ་ཅིའི་རྩེད་ཐང་ཞིག་བཟུང་ཡོད་ཅིང་། ཀྲེ་ལེར་རྩེད་ཐང་སྔོན་པོ་ཞིག་བཟུང་ཡོད་འདུག རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་བྷོབ་དང་ཀེལ་ཨེ་རི་ (Claire) གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་ལེན་བྱས་པ། དེ་ནས་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ་ཡིན། མཐའ་མར་ཀཱ་ལེ་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ། རྩེད་འགྲན་མཇུག་ཏུ་བྷོབ་ལ་ ;ཁུ་རུའི་རྡོ། ;མདའ་ནག་པོ། ;དཀར་པོ་ ;དཀར་པོ་ ;C
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རེ་རེ་བཞིན་རྩེད་ཐང་ཞིག་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཐང་ནག་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། བོ་བྷིས་རྩེད་ཐང་ཀ་ཅིའི་རྩེད་ཐང་ཞིག་བཟུང་ཡོད་ཅིང་། ཀྲེ་ལེར་རྩེད་ཐང་སྔོན་པོ་ཞིག་བཟུང་ཡོད་འདུག རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་བྷོབ་དང་ཀེལ་ཨེ་རི་ (Claire) གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་ལེན་བྱས་པ། དེ་ནས་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ་ཡིན། མཐའ་མར་ཀཱ་ལེ་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ། རྩེད་འགྲན་མཇུག་ཏུ་ཀཱ་ལེ་ར་ལ་ ;ཁུ་རུའི་རྡོ། ;མདའ་ནག་པོ། ;དཀར་པོ་ ;མདའ་ནག་པོ། ;B
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རྩེད་ཕུག་རེ་རེ་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཕུག་མདོག་སྨུག་པོ་དང་། བོབ་རྩེད་ཕུག་དམར་པོ་དང་། ཀེལ་ཡེར་རྩེད་ཕུག་ནག་པོ་ཡོད། རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་ལེན་བྱས་པ། དེ་ནས་ཀེལ་དང་བྷོབ་གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་སོར་བྱས་པ། མཇུག་ཏུ་ཨ་ལིས་དང་ཀཱ་ལེ་ར་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ་ཡིན། རྩེད་ཀྱི་མཇུག་ཏུ་ཨ་ལིས་ ;དམར་པོ་མདོག་གི་རྡུལ་ ;མདའ་ནག་པོ། ;དམར་པོ་ ;དམར་པོ་མདོག་གི་རྡུལ་ ;A
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རྩེད་ཕུག་རེ་རེ་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཕུག་མདོག་སྨུག་པོ་དང་། བོབ་རྩེད་ཕུག་དམར་པོ་དང་། ཀེལ་ཡེར་རྩེད་ཕུག་ནག་པོ་ཡོད། རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་ལེན་བྱས་པ། དེ་ནས་ཀེལ་དང་བྷོབ་གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་སོར་བྱས་པ། མཇུག་ཏུ་ཨ་ལིས་དང་ཀཱ་ལེ་ར་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ་ཡིན། རྩེད་འགྲན་མཇུག་ཏུ་བྷོབ་ལ་ ;དམར་པོ་མདོག་གི་རྡུལ་ ;མདའ་ནག་པོ། ;དམར་པོ་ ;མདའ་ནག་པོ། ;B
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རྩེད་ཕུག་རེ་རེ་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཕུག་མདོག་སྨུག་པོ་དང་། བོབ་རྩེད་ཕུག་དམར་པོ་དང་། ཀེལ་ཡེར་རྩེད་ཕུག་ནག་པོ་ཡོད། རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་ཨ་ལིས་དང་བྷོབ་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་ལེན་བྱས་པ། དེ་ནས་ཀེལ་དང་བྷོབ་གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་སོར་བྱས་པ། མཇུག་ཏུ་ཨ་ལིས་དང་ཀཱ་ལེ་ར་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ་ཡིན། རྩེད་འགྲན་མཇུག་ཏུ་ཀཱ་ལེ་ར་ལ་ ;དམར་པོ་མདོག་གི་རྡུལ་ ;མདའ་ནག་པོ། ;དམར་པོ་ ;དམར་པོ་ ;C
ཨ་ལིས་དང་བྷོབ་དང་ཀེལ་ར་ (Claire) ཚོས་རྩེད་མོ་ཞིག་རྩེད་བཞིན་འདུག རྩེད་འགྲན་འགོ་ཚུགས་སྐབས་ཁོང་ཚོས་རེ་རེ་བཞིན་རྩེད་ཐང་ཞིག་བཟུང་ཡོད། ཨ་ལིས་རྩེད་ཐང་སེར་པོ་ཞིག་བཟུང་ཡོད་ཅིང་། བོ་བྷབ་ལ་རྩེད་ཐང་མུ་མན་ཞིག་བཟུང་ཡོད་ཅིང་། ཀེལ་ར་ལ་རྩེད་ཐང་སྔོན་པོ་ཞིག་བཟུང་ཡོད་འདུག རྩེད་འགྲན་ཇེ་ཆེར་འགྲོ་བཞིན་པའི་སྐབས་ རྩེད་འགྲན་པ་གཉིས་ཀྱིས་རྩེད་ཆས་བརྗེ་ལེན་བྱེད་སྟངས། ཐོག་མར་ཨ་ལིས་དང་ཀེལ་ཡེར་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་ལེན་བྱས་པ། དེ་ནས་བྷོབ་དང་ཀེལ་ཡར་ (Claire) གཉིས་ཀྱིས་གོམ་བགྲོད་བརྗེ་སོར་བྱས་པ་ཡིན། མཇུག་ཏུ་ཨ་ལིས་དང་ཀཱ་ལེ་ར་གཉིས་ཀྱིས་རྩེད་མོ་བརྗེ་སོར་བྱས་པ་ཡིན། རྩེད་ཀྱི་མཇུག་ཏུ་ཨ་ལིས་ ;ཁུ་རུའི་རྡོ། ;སྦྲེལ་དཀར་ ;པུ་རུའི་མདའ་ ;པུ་རུའི་མདའ་ ;C
