,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
0,ខ្ញុំបានក្លាយជាអ្នកគាំទ្ររឿងច្បាប់ និងសណ្តាប់ធ្នាប់នៅឆ្នាំ២០១១។,ខ្ញុំកំពុងសម្រាកពីជំងឺសរសៃឈាមខួរក្បាល។,ពេលខ្ញុំទៅផ្ទះ ខ្ញុំព្យាយាមមើលគ្រប់រឿងទាំងអស់។,វាពិបាកណាស់ក្នុងការមើលរឿង 20 ឆ្នាំនៃកម្មវិធីមួយ។,ខ្ញុំគិតថារឿងច្បាប់ និងសណ្តាប់ធ្នាប់ គឺជារឿងមួយដែលអាក្រក់បំផុតដែលគេធ្លាប់បានធ្វើ។,ខ្ញុំ បាន មើល គ្រប់ គ្នា,2
1,មនុស្សគ្រប់គ្នាស្រឡាញ់លោកបូប ព្រោះគាត់បានសម្តែងជាតួអង្គដ៏ល្បីល្បាញនៅក្នុងភាពយន្ត។,Bob ស្អប់ វា ព្រោះ គាត់ មិន ដូច តួអង្គ នោះ ទេ,លោក Jim បាន សុំ ឲ្យ Bob និយាយ ពាក្យ ស្លោក របស់ តួអង្គ របស់ គាត់។,វាជារឿងច្រើនណាស់សម្រាប់ Bob ហើយគាត់បានផ្ទុះដោយកំហឹង។,បាបបានប្រាប់បុរសនោះឲ្យទុកគាត់ឲ្យនៅដោយខ្លួនឯង។,បាបបានសុំឲ្យបុរសនោះផឹកទឹកកក។,1
2,លីតា ចង់មើលកម្មវិធីដែលនាងចូលចិត្តនៅលើទូរទស្សន៍។,កូន របស់ នាង ទទូច ឲ្យ នាង អង្គុយ មើល ជាមួយ ពួក គេ។,Lita បានប្រាប់ពួកគេថា នាងមានការងារធ្វើ។,កូន របស់ នាង បាន ទាញ កញ្ចប់ សម្លៀកបំពាក់ របស់ នាង ទៅ កាន់ បន្ទប់ ស្នាក់នៅ ។,លីតា បានបញ្ជាទិញភេសជ្ជៈប៉េប៉េរ៉ូនី សម្រាប់អាហារពេលថ្ងៃត្រង់។,លីតា បាន បត់ សម្លៀកបំពាក់ ខណៈពេល កំពុង មើល ទូរទស្សន៍ ។,2
3,Liv បានលោតនៅពេលដែលនាងត្រូវបានភ្ញាក់ផ្អើលដោយសម្លេងខ្លាំងៗ,នាងបានយល់ថា វាជាពន្លឺភ្លើងនៅក្នុងបន្ទប់ជួលរបស់នាង ដែលកំពុងឆេះ។,នាងបានចេញពីដំបូលជើង ហើយដើរលើវា។,វាបានរអិលនៅក្រោមនាង ហើយនាងក៏ស្ទើរតែធ្លាក់ចុះ។,លីវ សម្រេចចិត្ត ផ្លាស់ប្តូរ ថ្មភ្លើង នៅ បន្ទប់ទឹក។,បន្ទាប់ មក លីវ បាន ផ្លាស់ ប្តូរ ពន្លឺ ភ្លើង។,2
4,ម្តាយប្រាប់កូនថា នឹងមានពេលអាហារថ្ងៃត្រង់ក្នុងរយៈពេល ១៥នាទី។,ប៉ុន្តែក្រោយមក នាងទទួលបានការទូរស័ព្ទដ៏សំខាន់មួយ។,ខណៈពេលដែលនាងកំពុងនិយាយនោះ ឆ្កែបានរុញទឹកកខ្វក់ពេញបន្ទប់។,កូនចៅ ចាប់ផ្តើម រំខាន ម្តាយ របស់ ពួកគេ ដែល នៅ តែ និយាយ ទូរស័ព្ទ ។,ការ សិក្សា,ការប្រព្រឹត្តរបស់កូនៗ បានធ្វើឱ្យម្តាយធូរស្រាល។,1
5,Hector តែងតែទិញកាហ្វេនៅហាងក្នុងស្រុកមុនពេលធ្វើការ។,គាត់យល់ថា ទម្លាប់ទិញកាហ្វេរបស់គាត់មានតម្លៃថ្លៃណាស់។,ថ្ងៃមួយ Hector សម្រេចចិត្តចម្អិនកាហ្វេនៅផ្ទះ។,គាត់មានមោទនភាពថា កាហ្វេដែលគាត់ធ្វើនៅផ្ទះគឺល្អណាស់។,Hector បានបន្តចម្អិនកាហ្វេផ្ទាល់ខ្លួនរបស់គាត់ ហើយរក្សាទុកប្រាក់។,Hector ចាប់ផ្តើមទិញកាហ្វេពី Starbucks ច្រើនជាងមុន។,1
6,Kelly បានដឹងថា មានក្មេងស្រីថ្មីនៅសាលា។,ពេលនាងចូលទៅក្នុងសាលា នាងបានទៅរកនាង។,ពេលដែលនាងបានជួបនាង នាងបានអញ្ជើញនាងឲ្យអង្គុយជាមួយនាងនៅកន្លែងអាហារថ្ងៃត្រង់។,ពេលគេបរិភោគអាហារថ្ងៃត្រង់ ពួកនាងបានក្លាយជាមិត្តភក្តិ។,Kelly មិនដែលនិយាយជាមួយនាងទៀតទេ។,Kelly សប្បាយចិត្ត ដែលបានបង្កើតមិត្តថ្មី។,2
7,Tommy បាន ហ្វឹកហាត់ យ៉ាង ខ្លាំង ដើម្បី រត់ ៥ គីឡូម៉ែត្រ លើក ដំបូង របស់ គាត់។,ការ ប្រកួត ប្រណាំង,នៅពេលដែលគាត់ឮឈ្មោះរបស់គាត់ត្រូវបានគេហៅនៅក្នុងកម្មវិធីប្រគល់ពានរង្វាន់ គាត់មានការភ្ញាក់ផ្អើល។,គាត់មិនដឹងថា ពួកគេនឹងផ្តល់ពានរង្វាន់តាមក្រុមអាយុ។,គាត់អៀនខ្មាសថា គាត់មិនទទួលបានការទទួលស្គាល់ណាមួយ។,គាត់មានមោទនភាពក្នុងការបញ្ចប់ទីមួយដោយអាយុ ប៉ុន្តែទី ១០ ជាទូទៅ។,2
8,Laurie នឹងទៅដល់ពិធីរាំជាផ្លូវការលើកដំបូងរបស់នាងនៅថ្ងៃនេះ,អ្នករួមដំណើររបស់នាងបានយកនាងទៅហើយបានផ្តល់ផ្កាឈូកដ៏ស្រស់ស្អាតមួយដល់នាង។,Laurie បានពាក់អាវយឺតពណ៌ស្លេកស្លាំង។,ពួកគេបានរាំ និងសប្បាយរីករាយជាមួយមិត្តភក្តិទាំងអស់។,ឡូរី បាន ទៅ ផ្ទះ ដោយ ស្រែក យំ។,ឡូរី បញ្ចប់ យប់ ដោយ ថើប មិត្តភក្តិ របស់ នាង។,2
9,លោក Neil កំពុង ស្វែង រក ផ្លូវ ដែក ប្រវត្តិសាស្ត្រ។,គាត់បានជិះទៅដល់ Scranton រដ្ឋ Pennsylvania ។,គាត់បានយល់ថា វាជារោងចក្ររថភ្លើងចាស់ដ៏ស្រស់ស្អាត។,គាត់បានថតរូបជាច្រើន នៅពេលគាត់នៅទីនោះ។,នីល លុប រូបថត របស់ គាត់ ទាំងអស់ ។,នីល បាន រក្សា រូបថត ទាំង នោះ ទុក នៅ ក្នុង កុំព្យូទ័រ របស់ គាត់។,2
