,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
0,నేను 2011 లో లా అండ్ ఆర్డర్ అభిమానిని అయ్యాను.,నేను ఒక స్ట్రోక్ నుండి కోలుకుంటున్న.,నేను ఇంటికి వచ్చినప్పుడు నేను ప్రతి ఎపిసోడ్ చూడటానికి ప్రయత్నించారు.,ఇది ఒక ప్రదర్శన యొక్క 20 సంవత్సరాల చూడటానికి బింగే ప్రయత్నిస్తున్న కష్టం.,నేను లా అండ్ ఆర్డర్ ఎప్పుడూ చేసిన చెత్త ప్రదర్శనలు ఒకటి అనుకుంటున్నాను.,చివరికి నేను వాటిని అన్ని చూసారు.,2
1,అతను ఒక ప్రముఖ పాత్రను పోషించినందున అందరూ బాబ్ను ఇష్టపడ్డారు.,బాబ్ అది అసహ్యించుకున్నాడు ఎందుకంటే అతను ఆ పాత్ర వంటి ఏమీ ఉంది.,జిమ్ తన పాత్ర యొక్క క్యాచ్ పదబంధాన్ని చెప్పమని బాబ్ను కోరాడు.,ఇది బాబ్ కోసం చాలా ఎక్కువ మరియు అతను కోపం తో పేలింది.,బాబ్ అతన్ని ఒంటరిగా వదిలివేయమని చెప్పాడు.,బాబ్ మనిషిని టీ కోసం అడిగాడు.,1
2,లిటా టెలివిజన్లో ఆమె ఇష్టమైన ప్రదర్శనను చూడాలని కోరుకున్నారు.,ఆమె పిల్లలను ఆమె కూర్చోవాలని కోరింది.,లిటా ఆమెకు చేయవలసిన పనులు ఉన్నాయని వారికి చెప్పింది.,ఆమె పిల్లలు ఆమె లాండ్రీ బుట్టను గదిలోకి లాగారు.,లిటా భోజనం కోసం ఒక పెప్పెరోని పిజ్జా ఆదేశించింది.,లిటా టీవీ చూస్తూ లాండ్రీని మడవడం జరిగింది.,2
3,ఆమె ఒక బిగ్గరగా పాప్ ద్వారా భయపడ్డారు జరిగినది లైవ్ జంప్డ్.,ఆమె వంటగది లో లైట్ బల్బ్ బర్నింగ్ అవుట్ గ్రహించారు.,ఆమె ఒక ఫుట్స్టూల్ ను తీసి దాని మీదకి వెళ్ళింది.,ఇది ఆమె కింద వణుకు మరియు ఆమె దాదాపు పడిపోయింది.,లివ్ బాత్రూమ్ లో ఒక లైట్ బల్బ్ మార్చడానికి నిర్ణయించుకుంది.,లివ్ అప్పుడు లైట్ బల్బ్ మార్చబడింది.,2
4,తల్లి తన పిల్లలకు పద్నాలుగు నిమిషాల్లో భోజనం సమయం ఉంటుందని చెప్పింది.,కానీ అప్పుడు ఆమెకు ఒక ముఖ్యమైన ఫోన్ కాల్ వచ్చింది.,"ఆమె మాట్లాడుతూ ఉండగా, కుక్క వంటగది అంతటా మట్టిని లాగి.","పిల్లలు తమ తల్లిని ఇబ్బంది పెట్టడం మొదలుపెట్టారు, ఆమె ఇంకా ఫోన్లో ఉంది.",తల్లి చాలా నిరాశ చెందింది.,పిల్లల ప్రవర్తన తల్లిని శాంతపరిచింది.,1
5,హెక్టర్ ఎల్లప్పుడూ పని ముందు ఒక స్థానిక దుకాణం వద్ద కాఫీ కొనుగోలు చేసింది.,అతను తన కాఫీ కొనుగోలు అలవాటు చాలా ఖరీదైనదని తెలుసుకుంటాడు.,ఒక రోజు హెక్టర్ ఇంట్లో కాఫీ తయారు చేయాలని నిర్ణయించుకుంటాడు.,అతను ఇంట్లో తయారు చేసిన కాఫీ చాలా బాగుందని అతను గర్వంగా ఉన్నాడు.,హెక్టర్ తన సొంత కాఫీని తయారుచేస్తూ డబ్బు ఆదా చేశాడు.,హెక్టర్ స్టార్బక్స్ నుండి మరింత కాఫీ కొనుగోలు ప్రారంభించారు.,1
6,కెల్లీ పాఠశాల వద్ద ఒక కొత్త అమ్మాయి ఉందని కనుగొన్నారు.,ఆమె పాఠశాల లోకి నడిచి ఆమె ఆమె కోసం చూస్తున్న వెళ్ళింది.,"ఆమెని కలిసినప్పుడు, ఆమె భోజనానికి తనతో కూర్చోవాలని ఆహ్వానించింది.","వారు భోజనం చేసినప్పుడు, అమ్మాయిలు స్నేహితులు అయ్యారు.",కెల్లీ ఆమె మళ్ళీ మాట్లాడలేదు.,కెల్లీ ఒక కొత్త స్నేహితుడు చేసిన సంతోషంగా ఉంది.,2
7,టామీ తన మొదటి 5K అమలు చేయడానికి హార్డ్ శిక్షణ.,రేసులో చాలా మంది అతన్ని దాటి వెళ్ళడం వల్ల అతను నిరాశ చెందాడు.,అవార్డుల ప్రదానంలో తన పేరు విని షాక్ అయ్యారు.,అతను వారు వయస్సు సమూహం ద్వారా అవార్డులు చేస్తాను అని గ్రహించలేదు.,తనకు ఎలాంటి గుర్తింపు లభించలేదని ఆయన సిగ్గుపడ్డారు.,"అతను వయస్సులో మొదటి స్థానంలో నిలిచినందుకు గర్వంగా ఉన్నాడు, కానీ మొత్తం పదవ స్థానంలో ఉన్నాడు.",2
8,లారీ ఆమె మొదటి అధికారిక నృత్యం ఈ రాత్రి వెళ్తున్నారు.,ఆమె డేట్ ఆమె అప్ తీయటానికి మరియు ఆమె ఒక అందమైన గులాబీ ఇచ్చింది.,లారీ ఒక పొడవైన మెరిసే దుస్తులు ధరించారు.,వారు నృత్యం మరియు వారి స్నేహితులు అన్ని ఆనందించారు.,లారీ ఇంటికి ఏడుస్తూ వెళ్ళింది.,లారీ తన డేట్ ను ముద్దు పెట్టుకొని రాత్రిని ముగించింది.,2
9,నీల్ చారిత్రక రైలు మార్గాలను అన్వేషిస్తున్నాడు.,"అతను స్క్రాంటన్, పెన్సిల్వేనియా లోకి నడిపాడు.",అతను అది ఒక అందమైన పాత రైలు డిపో అని గ్రహించారు.,అతను అక్కడ ఉన్నప్పుడు అతను ఫోటోలు చాలా పట్టింది.,నీల్ తన ఫోటోలన్నింటినీ తొలగించాడు.,నీల్ తన కంప్యూటర్లో ఫోటోలు సేవ్.,2
10,బాబ్ ఒక ఫాస్ట్ ఫుడ్ చేపల స్థానం వద్ద తన మొదటి రోజు పని భయపడ్డారు.,అతను తన గ్లోరీ నాటికల్ యూనిఫాం ధరించడానికి వేచి ఉండాలని అనుకున్నాడు.,బాబ్ యూనిఫాం ధరించిన తర్వాత చేప బర్గర్లు తయారు పని వచ్చింది.,"అతను చాలా బిజీగా ఉన్నాడు, అతను తన వీధి దుస్తులను తిరిగి మార్చడం మర్చిపోయాడు",బాబ్ తన స్నేహితులకి చూపించేంతగా ఈ దుస్తులను ఇష్టపడ్డాడు.,బాబ్ పని తర్వాత నావికుడు సూట్ ధరించి బయటకు వెళ్ళింది.,2
11,ఒక స్నేహితుడు సందర్శించడానికి వచ్చింది.,నేను నా కుక్క కాటు అని ఆమె చెప్పారు.,ఆమె వినలేదు.,ఆమె అతనిని పలకరించడానికి మరియు అతనితో ఆడటానికి ప్రయత్నించారు.,నా కుక్క ఆమె కాటు.,నా కుక్క పారిపోయింది.,1
12,లెస్టర్ ఎల్లప్పుడూ మరింత కళాత్మక ఉండాలనుకుంటున్నాను.,ఒక రోజు అతను ఒక పువ్వు చిత్రాన్ని గీయడానికి ప్రయత్నిస్తాడు.,అతను ఒక అందమైన ఆర్కిడ్ ముందు కూర్చుని డ్రాయింగ్ ప్రారంభమవుతుంది.,లెస్టర్ యొక్క డ్రాయింగ్ చాలా బాగా వస్తుంది.,అతను తన గదిలో గోడపై చిత్రాన్ని వేలాడదీస్తాడు.,అతను మళ్ళీ ఏదైనా డ్రా నిర్ణయించుకుంటుంది.,1
