,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
0,میں 2011 میں قانون اور آرڈر کا پرستار بن گیا.,میں ایک فالج سے صحت یاب ہو رہا تھا.,جب میں گھر پہنچا تو میں نے ہر قسط دیکھنے کی کوشش کی.,یہ ایک شو کے 20 سال کی دیکھ بھال کرنے کی کوشش کر binge مشکل تھا.,میرے خیال میں قانون اور نظم اب تک کی بدترین شوز میں سے ایک ہے.,آخر میں میں نے ان سب کو دیکھا.,2
1,سب نے بوب کو پسند کیا کیونکہ وہ فلم میں ایک مقبول کردار ادا کرتا تھا۔,بوب اس سے نفرت کی کیونکہ وہ اس کردار کی طرح کچھ بھی نہیں تھا.,جم نے بوب سے کہا کہ وہ اپنے کردار کا کیچ جملہ کہے۔,یہ باب کے لئے بہت زیادہ تھا اور وہ غصے سے پھٹا.,باب نے اس آدمی کو اسے اکیلا چھوڑنے کو کہا۔,باب نے چائے کے لیے آدمی سے پوچھا۔,1
2,لیٹا ٹیلی ویژن پر اپنا پسندیدہ شو دیکھنا چاہتی تھی۔,اس کے بچوں نے اصرار کیا کہ وہ ان کے ساتھ بیٹھ کر اسے دیکھیں۔,لیٹا نے انہیں بتایا کہ اس کے پاس کام کرنا ہے۔,اس کے بچے اس کی کپڑوں کی ٹوکری کو لونگ روم میں گھسیٹ کر لے گئے۔,لیٹا نے دوپہر کے کھانے کے لئے ایک پیپرونی پیزا کا آرڈر دیا.,لتا نے ٹیلی ویژن دیکھتے ہوئے کپڑے جوڑے۔,2
3,لائیو کود کے طور پر وہ ایک بلند پاپ کی طرف سے startled کیا گیا تھا.,اسے احساس ہوا کہ یہ اس کے باورچی خانے میں بجلی کا بلب جل رہا ہے۔,وہ ایک ٹانگوں کی سیٹ سے باہر نکلی اور اس پر چڑھ گئی۔,اس کے نیچے ہلچل اور وہ تقریبا گر گیا.,لیو نے باتھ روم میں ایک بلب تبدیل کرنے کا فیصلہ کیا.,پھر لِو نے بلب بدل دیا۔,2
4,ماں نے اپنے بچوں کو بتایا کہ پندرہ منٹ میں دوپہر کا کھانا ہو جائے گا۔,لیکن پھر اسے ایک اہم فون کال موصول ہوئی۔,جب وہ بول رہی تھی، کتا باورچی خانے میں مٹی گھسیٹ رہا تھا۔,بچوں نے اپنی ماں کو تنگ کرنا شروع کر دیا، جو ابھی بھی فون پر تھی۔,ماں کافی مایوس محسوس ہوئی.,بچوں کے رویے نے ماں کو پرسکون کر دیا.,1
5,ہیکٹر ہمیشہ کام سے پہلے ایک مقامی دکان سے کافی خریدتا ہے.,وہ سمجھتا ہے کہ اس کی کافی خریدنے کی عادت بہت مہنگی ہے۔,ایک دن ہیکٹر نے گھر میں کافی بنانے کا فیصلہ کیا۔,وہ اس بات پر فخر کرتا ہے کہ اس نے گھر میں بنائی ہوئی کافی اتنی اچھی ہے۔,ہیکٹر نے اپنی کافی خود بنائی اور پیسے بچائے۔,ہیکٹر نے اسٹار بکس سے زیادہ کافی خریدنا شروع کر دی۔,1
6,کیلی اسکول میں ایک نئی لڑکی تھی باہر مل گیا.,جب وہ اسکول میں چلتا ہے وہ اس کے لئے تلاش کر رہا تھا.,جب وہ اس سے ملی، اس نے اسے دوپہر کے کھانے پر اپنے ساتھ بیٹھنے کی دعوت دی۔,جب وہ دوپہر کا کھانا کھا رہے تھے، تو لڑکیاں دوست بن گئیں۔,کیلی نے اس سے پھر کبھی بات نہیں کی.,کیلی ایک نیا دوست بنا کر خوش تھی.,2
7,ٹومی نے اپنی پہلی 5 کلومیٹر دوڑنے کے لیے سخت تربیت حاصل کی۔,دوڑ کے دوران وہ مایوس محسوس کرتا تھا جب بہت سے لوگ اس سے گزرتے تھے۔,جب اس نے ایوارڈز کے دوران اس کا نام پکارا تو وہ حیران رہ گیا۔,وہ عمر کے گروپ کی طرف سے ان ایوارڈز کروں گا کہ وہ احساس نہیں تھا.,اسے شرم آتی تھی کہ اسے کوئی پہچان نہیں ملی۔,وہ عمر کے لحاظ سے پہلے لیکن مجموعی طور پر دسویں نمبر پر ختم ہونے پر فخر محسوس کرتا تھا۔,2
8,لوری آج رات اپنے پہلے رسمی رقص پر جا رہی ہے.,اس کی ڈیٹ نے اسے اٹھایا اور اسے ایک خوبصورت گلاب دیا۔,لوری ایک طویل چمکدار لباس پہنے ہوئے تھے.,وہ اپنے تمام دوستوں کے ساتھ رقص اور تفریح کرتے تھے۔,لوری گھر روتے ہوئے گئی۔,لوری نے اپنی ڈیٹ کو چوم کر رات ختم کی۔,2
9,نیل تاریخی ریلوے کی تلاش میں تھا.,وہ Scranton، پنسلوانیا میں سوار.,اس نے محسوس کیا کہ یہ ایک خوبصورت پرانا ٹرین ڈپو تھا.,وہ وہاں تھا کے دوران تصاویر کی ایک بہت لیا.,نیل نے اپنی تمام تصاویر حذف کر دی ہیں۔,نیل نے تصاویر اپنے کمپیوٹر پر محفوظ کیں۔,2
10,باب نے اپنے پہلے دن کو ایک فاسٹ فوڈ مچھلی کے مقام پر کام کرنے سے خوفزدہ کیا.,وہ اپنا شاندار بحری لباس پہننے کے لیے انتظار کرنے کا ارادہ رکھتا تھا۔,بوب نے یونیفارم پہننے کے بعد مچھلی کے برگر بنانے کا کام کرنا شروع کر دیا.,وہ اتنا مصروف تھا، وہ اس کی سڑک کپڑے میں واپس تبدیل کرنے کے لئے بھول گیا,باب نے اس لباس کو اتنا پسند کیا کہ اس نے اسے اپنے دوستوں کو دکھایا۔,باب نے بحری لباس پہنے ہوئے کام کے بعد باہر نکلا.,2
11,ایک دوست کا دورہ آیا.,میں نے اس سے کہا کہ میرا کتا کاٹتا ہے.,اس نے نہیں سنا.,اس نے اسے گلے لگانے اور اس کے ساتھ کھیلنے کی کوشش کی.,میرا کتا نے اسے کاٹا۔,میرا کتا بھاگ گیا.,1
12,لیسٹر ہمیشہ زیادہ فنکارانہ ہونا چاہتا ہے.,وہ ایک دن پھول کی تصویر کھینچنے کی کوشش کرنے کا فیصلہ کرتا ہے۔,وہ ایک خوبصورت آرکڈ کے سامنے بیٹھتا ہے اور ڈرائنگ شروع کرتا ہے۔,لیسٹر کی ڈرائنگ بہت اچھی طرح سے باہر آتا ہے.,وہ تصویر اپنے کمرے کی دیوار پر لٹکا دیتا ہے۔,اس نے فیصلہ کیا کہ وہ پھر کبھی کچھ نہیں کھینچے گا۔,1
13,پابلو کو کیڑے کھانا پسند ہے۔,وہ اسکول میں ایک کتاب پڑھی کہ یہ کیسے کیا جائے۔,وہ انہیں زیتون کے تیل میں فرائی کرتا ہے,وہ مہینے میں کم از کم ایک بار ایسا کرنا پسند کرتا ہے۔,پبلو کیڑے سے لطف اندوز ہوتے ہیں اور انہیں ایک لذیذ کھانا سمجھتے ہیں۔,پابلو کو کیڑے کھانے میں مزہ نہیں آتا۔,1
14,کیرا ہمیشہ جاپانی ثقافت سے محبت کرتا تھا.,اس کی بہت سی پسندیدہ فلمیں جاپانی زبان میں تھیں۔,اس نے فیصلہ کیا کہ وہ وہاں سفر کرے گی۔,سال کے لئے وہ اس کے سفر کے لئے پیسے بچایا.,اس نے سارے پیسے جوتے پر خرچ کر دیے تھے۔,یہ اس کی زندگی کا بہترین سفر تھا.,2
15,گلین ایک واک کے لئے موڈ میں تھا.,اس نے اپنی جیکٹ پہنی اور باہر چلا گیا.,جب وہ فٹ پاتھ پر چل رہا تھا تو وہ ٹھوکر کھا کر اپنا گھٹنے پھٹ گیا تھا۔,گلین واپس کھڑا ہوا اور اپنے گھر واپس لنگڑا.,گلین نے اپنا اب تک کا بہترین میراتھن وقت بھاگایا۔,گلین نے قسم کھائی تھی کہ وہ دوبارہ کبھی نہیں چل پائے گا۔,2
16,یسوع نے فرنیچر کو چمکانے میں دن گزارا۔,رات کے قریب پہنچنے کے طور پر وہ کام کا جائزہ لیا تھا.,سب کچھ چمکدار اور نیا لگ رہا تھا.,یسوع نے اپنے تمام دوستوں کو اس شام ایک پارٹی کے لیے مدعو کیا تھا۔,انہوں نے کہا کہ اس کے فرنیچر اچھا لگ رہا تھا.,اس کے دوستوں نے اس کے فرنیچر کو چمٹا۔,1
17,میں حال ہی میں دکان پر چل رہا تھا.,جب میں ایک دروازے سے گزر رہا تھا تو میں نے اپنے بازو پر سخت اور سردی محسوس کی,مجھے یہ جان کر صدمہ ہوا کہ مجھے گاڑی سے ٹکرانے والی ہے!,ڈرائیور نے مجھے ٹکرانے کے بعد بہت معذرت کی تھی,میں نے ان سے کہا کہ یہ ٹھیک تھا اور پھر چلا گیا.,کار کا ڈرائیور مجھ پر بہت ناراض ہو گیا.,1
18,جینا کی بہن ٹوٹے ہوئے شیشے پر اس کی ٹخنوں کاٹ.,خون اس کے پاؤں سے نیچے اور اس کے جوتے میں چلا گیا.,جب اس نے خون دیکھا تو وہ گھر بھاگ گئی۔,جینا اس کے پیچھے بھاگ گیا، لیکن اس کی پیروی نہیں کر سکا.,جب وہ گھر پہنچے تو سب نے آئس کریم کھائی۔,جینا کی بہن ڈاکٹر کے پاس گئی.,2
19,ایک چھوٹا لڑکا تیسری جماعت میں تھا۔,وہ بہت ذہین تھا لیکن پڑھنے میں مشکلات کا سامنا کرنا پڑا۔,جب بھی وہ بلند آواز سے پڑھتا تھا تو اس کے ہم جماعت اس پر ہنستے تھے۔,اس نے ہر روز پڑھنے کی مشق کرنا شروع کی.,چھوٹا لڑکا قبول کرتا ہے کہ وہ کبھی بہتر نہیں ہو گا۔,سال کے آخر میں، اس نے اپنے پڑھنے کے امتحان میں اچھا کیا.,2
