,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
0,ฉันกลายเป็นแฟนหนังกฎหมายและความเป็นระเบียบในปี 2011,ฉันกําลังหายจากอาการหัวใจวาย,พอฉันกลับบ้าน ฉันพยายามดูทุกตอน,มันยากที่จะพยายามดู 20 ปีของรายการ,"ฉันคิดว่า ""กฎหมายและระเบียบ"" เป็นหนึ่งในรายการที่แย่ที่สุดที่เคยทํามา",ในที่สุดผมก็ดูทั้งหมด,2
1,ทุกคนรักบ๊อบ เพราะเขาเล่นเป็นตัวละครที่นิยมในหนัง,บ๊อบเกลียดมัน เพราะเขาไม่เหมือนตัวละครนั้นเลย,จิมขอให้บ๊อบพูดคําพูดของตัวละครของเขา,มันมากเกินไปสําหรับบ๊อบและเขาระเบิดด้วยความโกรธ,บ๊อบบอกผู้ชายคนนั้นให้ปล่อยเขาไป,บ๊อบขอชาจากผู้ชายคนนั้น,1
2,ลิต้าอยากดูรายการโปรดของเธอในทีวี,เด็กๆของเธอยืนยันว่า เธอต้องนั่งดูกับพวกเขา,ลิต้าบอกพวกเขาว่า เธอมีงานต้องทํา,เด็กๆของเธอลากถังซักผ้าของเธอไปห้องนั่งเล่น,ลิต้าสั่งพิซซ่าเปเปอร์รอนี่สําหรับอาหารกลางวัน,ลิต้าพับเสื้อผ้าในขณะที่ดูทีวี,2
3,ลิฟกระโดดเมื่อเธอถูกปลุกโดยเสียงดัง,เธอรู้ว่ามันคือหลอดไฟในครัวของเธอ ที่กําลังดับ,เธอได้ตารางเท้าและเดินขึ้นบนมัน,มันสั่นสะเทือนอยู่ใต้เธอ และเธอเกือบจะตก,ลีฟตัดสินใจเปลี่ยนหลอดไฟในห้องน้ํา,ลิฟเปลี่ยนหลอดไฟ,2
4,แม่บอกลูกๆ ว่าจะถึงเวลาอาหารกลางวันในอีกสิบห้านาที,แต่เธอได้โทรศัพท์สําคัญ,ขณะที่เธอพูดอยู่ หมานั่นลากดินไปทั่วห้องครัว,เด็กๆเริ่มรบกวนแม่ที่ยังติดโทรศัพท์อยู่,แม่รู้สึกผิดหวังมาก,การกระทําของเด็ก ๆ ทําให้แม่สงบลง,1
5,เฮคเตอร์มักจะซื้อกาแฟที่ร้านขายของท้องถิ่น ก่อนไปทํางาน,เขารู้ว่าชินค้ากาแฟของเขาแพงมาก,วันหนึ่งเฮคเตอร์ตัดสินใจทํากาแฟที่บ้าน,เขาภูมิใจที่กาแฟที่เขาทําที่บ้านดีมาก,เฮคเตอร์ทํากาแฟเอง และเก็บเงินไว้,เฮคเตอร์เริ่มซื้อกาแฟจากสตาร์บัคส์มากขึ้น,1
6,เคลลี่พบว่ามีเด็กสาวใหม่ที่โรงเรียน,ตอนที่เธอเดินเข้าไปในโรงเรียน เธอไปตามหาเธอ,เมื่อเธอพบเธอ เธอเชิญเธอมานั่งกับเธอตอนรับประทานอาหารกลางวัน,ตอนที่พวกเธอทานอาหารกลางวัน พวกเธอกลายเป็นเพื่อนกัน,เคลลี่ไม่เคยพูดกับเธออีกแล้ว,เคลลี่มีความสุขที่ได้พบเพื่อนใหม่,2
7,ทอมมี่ฝึกหนักมากๆ เพื่อวิ่ง 5 กิโลเมตรครั้งแรก,ในระหว่างการแข่งขัน เขารู้สึกผิดหวัง เมื่อมีคนผ่านเขาไปมาก,เมื่อเขาได้ยินชื่อของเขาถูกเรียกในงานมอบรางวัล เขาตกใจ,เขาไม่รู้ว่าจะมีการจัดรางวัลตามกลุ่มอายุ,เขารู้สึกอายที่ไม่ได้รับการยอมรับ,เขาภูมิใจที่จบเป็นอันดับหนึ่งในกลุ่มอายุ แต่เป็นอันดับที่สิบโดยรวม,2
8,ลอรี่จะไปงานเต้นรําครั้งแรกคืนนี้,แฟนของเธอไปรับเธอ และให้กุหลาบสวยๆ,ลอรี่ใส่ชุดสับสนยาว,พวกเขาเต้นรําและสนุกกับเพื่อนๆ,โลรีกลับบ้านร้องไห้,โลรีจบคืนด้วยการจูบแฟนของเธอ,2
9,นีลกําลังสํารวจทางรถไฟประวัติศาสตร์,เขาขี่ม้าไปสครันตัน รัฐเพนซิลเวเนีย,เขารู้ว่ามันเป็นสถานีรถไฟเก่าๆ ที่สวยงาม,เขาถ่ายรูปเยอะๆ ตอนที่อยู่ที่นั่น,นีลลบรูปทั้งหมดของเขา,นีลเก็บรูปไว้ในคอมพิวเตอร์,2
10,บ๊อบกลัววันแรกของเขาทํางานที่ร้านอาหารปลา,เขาวางแผนที่จะรอที่จะใส่ชุดเรือของเขา,บ๊อบไปทํางานทําเบอร์เกอร์ปลา หลังจากแต่งเครื่องแบบ,เขายุ่งมากเลย ลืมที่จะเปลี่ยนเครื่องแต่งกาย,บ๊อบชอบชุดนี้มาก เขาแสดงให้เพื่อนของเขา,บ๊อบออกไปหลังจากทํางานใส่ชุดทหารเรือ,2
11,เพื่อนมาเยี่ยม,ฉันบอกเธอว่าหมาของฉันกัด,เธอไม่ฟัง,เธอพยายามจะนมเขาและเล่นกับเขา,หมาของฉันกัดเธอ,หมาผมหนีไป,1
12,เลสเตอร์อยากเป็นศิลปินมากกว่านี้,เขาตัดสินใจที่จะวาดรูปดอกไม้วันหนึ่ง,เขานั่งอยู่หน้าดอกไม้ออร์คีเดียที่สวยงาม และเริ่มวาด,ภาพวาดของเลสเตอร์ออกมาดีมาก,เขาแขวนรูปไว้บนผนังในห้องนั่งเล่น,เขาตัดสินใจที่จะไม่วาดอะไรอีก,1
13,พาโบลชอบกินหนอน,เขาอ่านหนังสือในโรงเรียน ว่าทํายังไง,เขาทอดมันในน้ํามันมะกอก,เขาชอบทําแบบนี้อย่างน้อยเดือนละครั้ง,ปาโบลชอบหนอน และมองว่าเป็นของอร่อย,พาโบลไม่ชอบกินหนอน,1
14,คิระชอบวัฒนธรรมญี่ปุ่นมาตลอด,หนังที่เธอชอบมากๆ เป็นภาษาญี่ปุ่น,เธอตัดสินใจที่จะเดินทางไป,เธอเก็บเงินมาหลายปี เพื่อไปเที่ยว,เธอใช้เงินทั้งหมดไปซื้อรองเท้า,มันเป็นการเดินทางที่ดีที่สุดในชีวิตของเธอ,2
15,กเลนอยากเดินเล่น,เขาใส่เสื้อแจ็คเก็ตของเขาและออกไปข้างนอก,ขณะเดินบนทางเท้า เขาสะดุด และบาดหัวเข่า,เกลนยืนขึ้นและขี้ขลาดกลับบ้านของเขา,กเลนวิ่งมาราธอนได้เร็วที่สุดในชีวิต,เกลนสาบานว่าเขาจะไม่เดินอีก,2
