,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
0,ຂ້ອຍໄດ້ກາຍເປັນແຟນຂອງ Law and Order ໃນປີ 2011.,ຂ້ອຍກໍາລັງຟື້ນຕົວຈາກການສະຫມອງວັກ.,ເມື່ອຂ້ອຍກັບບ້ານ ຂ້ອຍພະຍາຍາມເບິ່ງທຸກໆຕອນ.,ມັນຍາກທີ່ຈະເບິ່ງ 20 ປີຂອງລາຍການ.,ຂ້ອຍຄິດວ່າກົດ ຫມາຍ ແລະຄວາມເປັນລະບຽບ ແມ່ນ ຫນຶ່ງ ໃນລາຍການທີ່ຮ້າຍແຮງທີ່ສຸດທີ່ເຄີຍເຮັດມາ.,ໃນທີ່ສຸດ ຂ້ອຍໄດ້ເບິ່ງທັງຫມົດ.,2
1,ທຸກຄົນມັກ Bob ເພາະວ່າລາວໄດ້ສະແດງຕົວລະຄອນທີ່ນິຍົມໃນຮູບເງົາ.,Bob ກຽດຊັງມັນເພາະວ່າລາວບໍ່ມີຫຍັງຄ້າຍຄືກັບຕົວລະຄອນນັ້ນ.,ຈິມຂໍໃຫ້ໂບບເວົ້າຄໍາສັບທີ່ຄັກຂອງຕົວລະຄອນຂອງລາວ.,ມັນເປັນຫຼາຍເກີນໄປສໍາລັບ Bob ແລະລາວລະເບີດຈາກຄວາມໂກດແຄ້ນ.,ບັອບບອກຜູ້ຊາຍນັ້ນ ໃຫ້ປ່ອຍລາວໄວ້.,ໂບບຂໍໃຫ້ຜູ້ຊາຍກິນຊາ.,1
2,Lita ຢາກເບິ່ງລາຍການທີ່ນາງມັກທີ່ສຸດໃນໂທລະພາບ.,ລູກ ຂອງ ນາງ ໄດ້ ອ້າງ ວ່າ ນາງ ຈະ ນັ່ງ ເບິ່ງ ກັບ ເຂົາ ເຈົ້າ.,Lita ບອກພວກເຂົາວ່າ ນາງມີວຽກເຮັດຢູ່ເຮືອນ.,ລູກຂອງນາງໄດ້ດຶງກະຕ່າເຄື່ອງລ້າງຂອງນາງໄປຫ້ອງຮັບແຂກ.,Lita ສັ່ງໃຫ້ກິນ pizza pepperoni ສໍາລັບອາຫານທ່ຽງ.,Lita ໄດ້ຍືດເຄື່ອງລ້າງຜ້າໃນຂະນະທີ່ເບິ່ງໂທລະພາບ.,2
3,Liv jumped ເປັນນາງໄດ້ startled ໂດຍ pop ສຽງດັງ.,ນາງຮູ້ວ່າ ມັນແມ່ນໄຟຟ້າທີ່ຈູດລົງໃນເຮືອນຄົວຂອງນາງ.,ນາງໄດ້ເອົາຕີນຕີນອອກມາ ແລະ ຍ່າງຂຶ້ນໄປເທິງຕີນ.,ມັນສັ່ນສະເທືອນຢູ່ໃຕ້ນາງ ແລະນາງເກືອບຈະຕົກລົງ.,Liv ຕັດສິນໃຈປ່ຽນໄຟຟ້າໃນຫ້ອງນ້ໍາ.,ຫຼັງຈາກນັ້ນ ລີວໄດ້ປ່ຽນແສງໄຟ.,2
4,ແມ່ບອກລູກໆວ່າ ຈະມີເວລາກິນເຂົ້າທ່ຽງໃນ 15 ນາທີ.,ແຕ່ຫຼັງຈາກນັ້ນ ນາງໄດ້ຮັບໂທລະສັບທີ່ສໍາຄັນ.,"ໃນຂະນະທີ່ນາງເວົ້າ, ຫມາໄດ້ລາກດິນເຜົາໄປທົ່ວເຮືອນຄົວ.","ພວກເດັກນ້ອຍເລີ່ມບິດເບືອນແມ່ຂອງເຂົາເຈົ້າ, ຜູ້ທີ່ຍັງຢູ່ໃນໂທລະສັບ.",ແມ່ ຮູ້ສຶກຜິດຫວັງຫຼາຍ.,ການປະພຶດຂອງເດັກນ້ອຍໄດ້ເຮັດໃຫ້ແມ່ອ່ອນໃຈລົງ.,1
5,Hector ເຄີຍຊື້ກາເຟຢູ່ຮ້ານຂາຍເຄື່ອງໃນທ້ອງຖິ່ນກ່ອນເຮັດວຽກ.,ລາວຮູ້ວ່າ ການຊື້ກາເຟຂອງລາວ ແມ່ນມີລາຄາແພງຫຼາຍ.,ມື້ຫນຶ່ງ Hector ຕັດສິນໃຈທີ່ຈະ brew ກາເຟຢູ່ເຮືອນ.,ລາວພາກພູມໃຈທີ່ກາເຟທີ່ລາວເຮັດຢູ່ເຮືອນແມ່ນດີຫຼາຍ.,Hector ຍັງສືບຕໍ່ເຮັດກາເຟຂອງຕົນເອງ ແລະປະຢັດເງິນ.,Hector ເລີ່ມຊື້ກາເຟຈາກ Starbucks ຫຼາຍຂຶ້ນ.,1
6,Kelly ໄດ້ພົບເຫັນວ່າ ມີເດັກຍິງໃຫມ່ຢູ່ໂຮງຮຽນ.,ເມື່ອນາງເຂົ້າໄປໂຮງຮຽນ ນາງໄດ້ໄປຊອກຫານາງ.,"ເມື່ອໄດ້ພົບກັບນາງ, ນາງໄດ້ເຊີນນາງມານັ່ງກິນອາຫານທ່ຽງກັບນາງ.","ເມື່ອພວກເຂົາກິນອາຫານທ່ຽງ, ພວກເດັກຍິງໄດ້ເປັນເພື່ອນ.",Kelly ບໍ່ເຄີຍເວົ້າກັບນາງອີກເທື່ອຫນຶ່ງ.,Kelly ດີໃຈທີ່ໄດ້ພົບເພື່ອນໃຫມ່.,2
7,Tommy ໄດ້ຝຶກຊ້ອມຢ່າງຫນັກ ເພື່ອແລ່ນ 5K ຄັ້ງທໍາອິດຂອງລາວ.,ໃນລະຫວ່າງການແຂ່ງຂັນ ລາວຮູ້ສຶກຜິດຫວັງ ເມື່ອມີຄົນຫຼາຍຄົນຜ່ານລາວໄປ.,ເມື່ອລາວໄດ້ຍິນຊື່ຂອງລາວຖືກເອີ້ນໃນລະຫວ່າງການມອບລາງວັນ ລາວກໍ່ຕົກໃຈ.,ລາວບໍ່ຮູ້ວ່າ ພວກເຂົາຈະຈັດລາງວັນຕາມກຸ່ມອາຍຸ.,ລາວຮູ້ສຶກອາຍທີ່ລາວບໍ່ໄດ້ໄດ້ຮັບຄວາມຮັບຮູ້ໃດໆ.,ລາວມີຄວາມພາກພູມໃຈທີ່ໄດ້ຈົບອັນດັບຫນຶ່ງຕາມອາຍຸ ແຕ່ເປັນອັນດັບທີສິບໂດຍລວມ.,2
8,Laurie ຈະໄປເຕັ້ນໃນມື້ທໍາອິດຂອງນາງໃນມື້ນີ້.,ຜູ້ນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບນັບ,Laurie ໄດ້ນຸ່ງເສື້ອທີ່ຍາວ sparkling.,ພວກເຂົາເຕັ້ນ ແລະມ່ວນຊື່ນກັບຫມູ່ເພື່ອນຂອງພວກເຂົາ.,Laurie ໄດ້ໄປເຮືອນຮ້ອງໄຫ້.,ໂລຣີ ໄດ້ ສິ້ນ ສຸດ ຄືນ ດ້ວຍ ການ ຈູບ ແຟນ ຂອງ ນາງ.,2
9,ນີລ ກໍາລັງຄົ້ນຄວ້າທາງລົດໄຟທີ່ມີປະຫວັດສາດ.,"ລາວຂີ່ລົດເຂົ້າໄປເມືອງ Scranton, ລັດ Pennsylvania.",ລາວຮູ້ວ່າ ມັນເປັນບ່ອນຈອດລົດໄຟເກົ່າທີ່ສວຍງາມ.,ລາວຖ່າຍຮູບຫຼາຍໆຮູບ ໃນຂະນະທີ່ລາວຢູ່ທີ່ນັ້ນ.,ນີລລຶບຮູບທັງຫມົດຂອງລາວ.,ນີລເກັບຮູບໄວ້ໃນຄອມພິວເຕີ,2
