"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
No";
"  
No";
  अनि म यस्तो सोचिरहेको थिएँ;"ओह मेरो भगवान, रमोना त्यहाँ उभिएकी थिइन् । 
Hypothesis:  रामोना भुइँमा निहुरिएर भ्रुणको स्थितिमा थिइन्। 
Does the premise entail the hypothesis?  
Choose between yes or no. 
Answer:  
Yes"
  अनि म यस्तो सोचिरहेको थिएँ;"ओह मेरो भगवान, रमोना त्यहाँ उभिएकी थिइन् । 
Hypothesis:  रामोना उभिएकी थिइन्, म भने डरले काम्दै थिएँ। 
Does the premise entail the hypothesis?  
Choose between yes or no. 
Answer:  
Yes"
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
  उनी भन्छिन्;"त्यसको चिन्ता नगर्नु, समय लिनुहोस्। 
Hypothesis:  उनले मलाई तत्काल हतार गर्नु पर्ने बताइन्। 
Does the premise entail the hypothesis?  
Choose between yes or no. 
Answer:  
Yes"
  उनी भन्छिन्;"त्यसको चिन्ता नगर्नु, समय लिनुहोस्। 
Hypothesis:  उनले मलाई ढिलो गर्न भनिन्। 
Does the premise entail the hypothesis?  
Choose between yes or no. 
Answer:  
No"
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
Yes";
"  
No";
"  
No";
"  
Yes";
"  
Yes";
"  
Yes";
