   A;
   A;
   B;
   A;
   ए;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   ए;
   B;
   A;
"[पृष्ठ २३-मा भएको चित्र]  
मेरी भान्जीलाई फ्रोजन चलचित्र मन पर्छ। उनी सधैं यसलाई लगाउन चाहन्छिन्। उनी घरको चारैतिर गीत गाउँदै हिँड्छिन्। उनी चिच्याउन मन पराउँछिन्";"यसलाई छोड' 
विकल्प ए:  उनी यो गीत बारम्बार गाइरहेकी छिन्। 
विकल्प बी: उनी खेलकुदलाई प्रेम गर्छिन् र राजकुमारीको कुरालाई घृणा गर्छिन्। 
कथाको कुन अन्त हुने सम्भावना बढी छ? 
विकल्प ए र बी बीचमा छनौट गर्नुहोस्। 
उत्तर:   A"
   B;
   B;
   B;
   A;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   A;
   A;
   ए;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   B;
   A;
   A;
   A;
   ए;
   A;
   A;
   A;
   A;
   A;
   A;
   ए;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   विकल्प A;
   A;
   B;
   B;
   B;
   A;
   A;
   A;
   B;
   B;
   B;
   B;
   A;
   A;
   ए;
   A;
   B;
   B;
   A;
   B;
   A;
   B;
   A;
   A;
   B;
   B;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   B;
   B;
   ए;
   B;
   A;
   A;
   A;
   B;
   A;
   B;
   B;
   B;
   B;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   B;
   B;
   B;
   A;
   A;
   बी;
   A;
   B;
   A;
   B;
   B;
   B;
   B;
   A;
   B;
   ए;
   ए;
   A;
   ए;
   A;
   A;
   B;
   ए;
   ए;
   ए;
   A;
   A;
   A;
   ए;
   यात्रा;
   A;
   A;
   A;
   A;
   B;
   B;
   B;
   बी;
   A;
   A;
   A;
   बी;
   A;
   A;
   B;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   बी;
   A;
   A;
   A;
   A;
   A;
   B;
   ए;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   B;
   A;
   B;
   ए;
   B;
   B;
   A;
   A;
   B;
   A;
   B;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   B;
   B;
   B;
   A;
   A;
   बी;
   B;
   A;
   A;
   B;
   B;
   B;
   B;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   ए;
   B;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   A;
   B;
   B;
   A;
   B;
   A;
   B;
   ए;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   B;
   B;
   B;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   B;
   A;
   बी;
   B;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   ए;
   B;
   A;
   ए;
   B;
   B;
   A;
   B;
   B;
   A;
   A;
   B;
   B;
   विकल्प A;
  儿子 आभारी;
   A;
   बी;
   A;
   B;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   B;
   A;
   विकल्प A;
   A;
   A;
   A;
   A;
   A;
   ए;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
