   A;
   A;
   B;
   B;
   A;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   A;
   B;
"  
मेरी भान्जीलाई फ्रोजन चलचित्र मन पर्छ। उनी सधैं यसलाई लगाउन चाहन्छिन्। उनी घरको चारैतिर गीत गाउँदै हिँड्छिन्। उनी चिच्याउन मन पराउँछिन्";"यसलाई छोड' 
Option A:  उनी यो गीत बारम्बार गाइरहेकी छिन्। 
Option B: उनी खेलकुदलाई प्रेम गर्छिन् र राजकुमारीको कुरालाई घृणा गर्छिन्। 
Which ending to the story is most likely? 
Choose between options A and B. 
Answer:   A"
   B;
   B;
   B;
   A;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   B;
   A;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   B;
   B;
   A;
   B;
   A;
   B;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   B;
   B;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   B;
   A;
   A;
   A;
   C;
   B;
   B;
   A;
   B;
   A;
   B;
   A;
   A;
   B;
   B;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   B;
   B;
   A;
   B;
   B;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   B;
   B;
   A;
   B;
   B;
   B;
   A;
   B;
   A;
   B;
   B;
   B;
   A;
   B;
   B;
   B;
   B;
   A;
   B;
   A;
   A;
   B;
   B;
   B;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   B;
   B;
   B;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   B;
   A;
   B;
   A;
   B;
   B;
   B;
   A;
   B;
   B;
   A;
   A;
   B;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   B;
   A;
   A;
   B;
   A;
   B;
   A;
   B;
   B;
   B;
   B;
   A;
   A;
   B;
   A;
   B;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   B;
   B;
   B;
   A;
   C;
   B;
   A;
   B;
   B;
   B;
   B;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   B;
   B;
   B;
   B;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   B;
   B;
   A;
   B;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   B;
   A;
   B;
   A;
   B;
   A;
   A;
   B;
   B;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   A;
   B;
   A;
   B;
   A;
   B;
   B;
   A;
   B;
   A;
   B;
   B;
   A;
   B;
   A;
   B;
   A;
   A;
   B;
   B;
   B;
   B;
   B;
   B;
   A;
   B;
   B;
   A;
   B;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   A;
   B;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   B;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   B;
   A;
   B;
   A;
   A;
   A;
   B;
   A;
   B;
   B;
   A;
   A;
   A;
   A;
   A;
   B;
   B;
   A;
   C;
   A;
   B;
   A;
   A;
   B;
   A;
   B;
